1.  **Analyze the Request:**
    - [1:47:56] SPEAKER_00
    - [1:49:18] SPEAKER_04
    - [1:49:23] SPEAKER_00
    - [1:50:02] SPEAKER_02
    - [1:50:02] SPEAKER_04
    - [1:50:17] SPEAKER_01
    - [1:50:31] SPEAKER_00
    - [1:51:02] SPEAKER_03
    - [1:51:06] SPEAKER_04
    - [1:51:41] SPEAKER_00
    - [1:52:24] SPEAKER_04

    *Merging and Cleaning:*
    I will merge the lines under each speaker label into a coherent paragraph, or split into paragraphs if the topic shifts significantly (as allowed by the instructions "natural breaks").
    I will remove timestamps from subsequent paragraphs of the same speaker turn.

    *Word Count Check:*
    Input is ~17k words? No, let's estimate. It looks like ~6-7k words.
    I need to ensure I don't cut content.

    Let's start writing.SPEAKER_04: All right, so we're on. Thanks. So my name is Kieren James-Lubin. I'm joined by Jim or James Hermosdiar and Victor Wong. We are old friends. We also run a company together called BlockApps, which has been in operation for quite some time, but that's not what we're here to talk about today. We're actually taking up the topic of what Ethereum was like in the early days. So we've all had both an insider and an outsider perspective on Ethereum and enjoyed the really crazy and wild ride that has been in the last approximately decade in the blockchain space. And sometimes we forget all of the interesting things that happened. And so we wanted to kind of, you know, get in front of a camera and get it all down for posterity. And here we are. So with that said, I'll kind of take the lead on the discussion, but we, you know, we're not trying to be formal here, trying to make it conversational. This is a first of a, you know, current produced podcast of sorts. I've been on a bunch of them. I don't think I've ever led one. So we're going to find out how it goes. All right. So let's start out with the question, when were you first aware of Bitcoin and blockchain in particular? I'll give my answer to start. And there's still a kicking myself aspect to it. So I became aware, I'm going to say 2010, possibly 2011. So this would have been my senior year in undergrad. of Bitcoin and I distinctly remember it being three dollars down from a recent peak of 14 or 15 dollars. I thought it was interesting and, you know, looked into it a little bit. I didn't really get the idea of decentralization at the time. I just imagined it as some sort of digital money solution. You know, I'd ask you then, I probably couldn't have drawn a difference between it and digital banking or a PayPal type provider, that sort of thing. And they might have bought a little of it, but not nearly enough, of course.

SPEAKER_01: That said, let me hand the question over to Jim. When were you first aware of Bitcoin? Aware is different than like interested in, I guess. I don't know, I came from an academic background so I'd been hearing about it probably since when you had been hearing about it, but I was a little bit too above all that. Like, oh, that's like a money thing. I'm not interested in that money world. So really, no, the interest came from when you reached out to Steve, who was an old friend of mine. And Kieran had been following his blog. And Steve called me up and he's like, this guy Kieren just called me up and you have to go look at this Ethereum thing. And so at first I was like, yeah, you know, I'm not interested in all this fake money thing. And I went and I read the white paper. And by the end of the white paper, I was hooked in. I was like, this isn't just about like a banking or something. This is about incentivization on the internet. And that drew me in. And at that point, there was enough ambiguous stuff being discussed. I wanted to just dig in and see how it worked. So that's when I started trying to write code that would connect to one of the peers and see how they, and at the time it was a test net. And that's when I started to understand the background of it and got really pulled into there.

SPEAKER_04: So well, I don't know, let me pass it on to Victor. Jim, will you pick that up? I'm trying to stay a little bit chronological. So I, you know, I was 2010, 2011 sounds like same time frame for you. I think we'll pull back in a question or two right to that era and we'll talk in more detail, but let's hold on it for just a moment. Vic, do you want to take it?

SPEAKER_00: Yeah, I think I became aware of it around the same time as you. I was, you know, doing one of my startups in Beijing at the time and I felt really disconnected from North America so I became sort of an early fan of podcasts. And one of the big podcast networks was this thing called TWiT that was like all technical podcasts. And one of the podcasts I really loved was this podcast Security Now which went really deep into these kind of like security technical kind of things. And he did like a couple episodes of Bitcoin and I was like, you know, really, really fascinated by it, but mostly from a technical angle. And even to the point where I downloaded the Bitcoin client and ran it. Didn't get any Bitcoin or if I did, I think the rewards were like 50 at the time or something like this. But the strange thing was that a year or two later, I started to notice at other Chinese startups, there'd be groups of computers in part of their office. And I was like, what are those for? And they're like, oh, we're mining Bitcoin. And I was like, oh, why are you mining Bitcoin? And they're like, oh, well, we can transfer money and like it's basically free internet magic money. And I was like, I honestly was kind of repelled by that. Like that kind of seemed like too nutty even for me at the time. Did we all hate it before we liked it?

SPEAKER_04: I never hated it. I was sort of just like not that interested, I guess. You know, I think from the East Coast, the attitude towards like stiff financial stuff is probably more favorable. I think Jimmy would long since been out in California doing like...

SPEAKER_01: Yeah, you know, after your physics days, you're not telling me that there were other grad students who kind of like, I guess I didn't hate it. I just felt I was too good for it. But I think I found the...

SPEAKER_00: Like everyone talked about, so I was fascinated the technical aspect. Like I said, you know, and it got me to read the white paper and even like download the software. But I think the part that kind of turned me off about was like when you talk to some of the early people that I would ask, like who are saying a Bitcoin mining rigs, they're like, they were like kind of fanatical. There was that crypto anarchist sort of flavor to the early days that kind of turned me off, I would say.

SPEAKER_04: Yeah, Jim, I would say the people in academia that were pretty successful on a classic track and were going to get a good postdoc and a good assistant professorship and all that sort of thing, mostly ignored crypto. Some of them weighed in on it. But, yeah, I think it's sort of it was too fringe to attract like the classically most successful in some sense people at that time. Whereas, you know, fighting against—not fighting against, but you're sort of fighting for jobs like in math or physics or something. It's just like the most horsepower wins from a, you know, intellectual perspective. And I guess the hardest working horsepower. Very few of those people got interested, you know, in crypto blockchain. A few cryptographers certainly did and probably actually more established ones, you know, compared to younger ones, like folks like Dan Boneh, etc. But yeah, I think I don't know that I was too good for it, but I didn't grasp right away that it was revolutionary, and I didn't see anyone near me leaning into it for a while, I guess.

SPEAKER_00: Yeah, I would describe my view of it in the early days was sketchy because most of the use cases that like I thought the technology was fascinating but whenever I would ask about, you know, I'm a product guy so I would always ask like, what's the use case? Why would you use it? And people would describe, you know, things to circumvent existing laws. Like the big one in China that I remember is like, oh, I can transfer money and bypass, you know, foreign exchange rules and stuff. And I was like, is that legal? Like no one would, you know...

SPEAKER_01: Mention anything afterwards, basically. Yeah, well, I got over feeling too good for it, I'll tell you that.

SPEAKER_04: Yeah, and we all did. I want to touch on the other, the big thing that sticks out in my memory from the early blockchain era is, and we've kind of gone through this kind of cycle a couple of times, was Mt. Gox. So Mt. Gox was that first big price run up. I believe Bitcoin went from like 30 bucks to 1200 bucks in a pretty short timeframe. And as we've seen in the last couple, you know, crypto, you could call them asset bubbles if you were a cynical person. To some extent, consumer interest tracks with the price. And people are getting excited about price momentum. Articles get circulated, all that sort of thing. More people come in and it goes all the way up. And then seemingly invariably, the bubble bursts and someone is fleeced at the top, you know. And whether it's outright theft or merely collapsing asset values or some mix thereof, everyone's hurt on the other side. And sort of crypto has somehow this way of surviving all of this. The protocols themselves seem to be quite sound. But I guess the question is, do you guys remember Mt. Gox distinctly? I feel like everyone, lots of people I knew who were not quite crypto savvy in the industry etc were suddenly paying attention when Mt. Gox was happening.

SPEAKER_01: Just getting into things. I, what year was it? Was it 2015, 2014? 2014 probably, right?

SPEAKER_04: I think Gox was 13.

SPEAKER_03: Let me check. Yeah, okay, 13. Yeah, okay, so that was a little before. But that was still the topic that everybody was talking about at the time. I was new enough to it that it was still I was observing it as a, you know, like a third party. You know, it was it was interesting to me but, but yeah, I think I I spent a little time to understand what because you know the newspaper coverage like usual was terrible about it. They didn't explain what was going on so I spent a little time to understand that yes there was a problem but no it had nothing to do with blockchain it was uh it was oh there's...

SPEAKER_00: Because I think about Mt. Gox and, oh, what was... I'm blanking right now. What was the name of that, you know, dark web marketplace that used...

SPEAKER_03: Silk Road.

SPEAKER_00: Silk Road, yeah. Like, I think it's... Those were kind of intertwined in those early days, right? So I remember like even going on to Silk Road just to check what it was about and I was kind of shocked with what I saw listed there, like, you know, lots of illicit stuff was listed there, you know.

SPEAKER_04: That's wow. You know, I think I never did that. I think I never actually navigated to Silk Road, just heard about it at like I had a Mt. Gox account and some others. There was a period where like Dwolla was doing crypto stuff and then I think they stopped. And I believe they're still around as like a payment API company, but yeah, because I really use them and some others.

SPEAKER_00: I remember the Silk Road arrests and the Mt. Gox hacks came relatively within the same time frame of each other and that was like the sort of like, you know, as you mentioned, like the first kind of iteration of like, oh, you know, all crypto and blockchain is dead now. And then it just keeps coming back, right.

SPEAKER_01: Yeah, it sure does. Okay, there's a little bit of bias in the news on how they cover um problems in crypto versus problems in the traditional uh world. Like if there's if there's fraud and it happens to happen on the blockchain then that means that the blockchain is a corrupt place. And if there's fraud and it happens in traditional banking that means that like it might mean that like, we need a little more regulation or something, but that, that was a bad person. So it's always like, uh, much more tied into, you know, that the price of Bitcoin can drop quite a bit when something like this happens. But you don't see like, the euro crashing because like somebody commits fraud somewhere. I mean, I guess fraud's big enough, but yeah, I agree.

SPEAKER_04: Just a segue. Jim, quickly. Can you guys go into how you met? Because you guys met first, and then we can do the whole how we all do.

SPEAKER_00: Do I want to start, or do you want to start?

SPEAKER_01: I'll start and I'll pass it over. I, uh, actually so I had, uh, back in the 90s I was in academia and in the aughts I was in the startup world and I'd done a couple startups. And I was ending one of my startups and I had uh two sons who were in the our local school in California was a Mandarin immersion school. And at this time, there was just a coincidence. Both my wife and I had ended jobs. And we said, hey, let's just be crazy right now. And let's take this to its extension. Let's go to China. And actually put them in a school there. So I called around some various friends and one of the friends I called was a VC who had just funded a startup of Victor's in Beijing. And he says I'm gonna get you in touch with these guys. So in fact, let me pass it over to you right now and you can...

SPEAKER_00: Well, yeah. And so the VC, you know, who we're still friends with her, GL. Like he kind of came up to me and he explicitly said like, oh, I have this brilliant CTO and he says he wants to come to China. I'm not sure how serious he is. So you know, don't put all your eggs in this basket. But then we started talking that summer and you weren't like traveling in the country so you were like in a different place every another advantage of us both, uh, uh being jobless at the time is that we got in a car and started just driving around the country. And and I remember like, you know, like we were kind of talking over the summer and I was like, you know, seeing how serious you were about coming. And and at one point you said, OK, look, if you can get my kids into a Chinese school in Beijing, I will come and take the job to Beijing. And I went to the school that my kids went to which, and said like, you know, can you make space for, you know, two foreign kids this international program? They said yes, if you can but the kids have to be here the first day of school and first day of school was two weeks from that conversation. So I called him up and said, look, I can do it.

SPEAKER_01: You know, I can guarantee a place for them but you have to be here on this day. And to my shock he actually said yes and he like talked to his house and like everything in the house in like I think we had 12 days to be in school. And we probably were had to have the house back within like, like I don't know less than a week. So that was a crazy week. But, but uh Victor was a great help in like we were going to a country we'd never been to before. Didn't know much about. Victor had also, uh, moved to Asia a few years earlier and so he had sort of scoped out everything. And he knew he knew where the good schools were. He knew where the good apartment buildings were. Helped us out just tremendously. So yeah, it was a great experience. It was an exciting time to be in China. Was right around the first Olympics, you know?

SPEAKER_00: Like it was right around that the Beijing Olympics and so it's a really exciting time. But yeah, you wound up saying for about 18 months right in total and, uh, a little less but yeah, it was it was over a year. Yeah, and then we just kept in touch from there. Like we loved working together. Yeah, it was great. What year did you arrive, um, what was this rough time?

SPEAKER_01: Oh, 2011. 2011 summer we're driving all over the country. 2011 September August? I can't remember. We were, we were in Beijing. Gotcha.

SPEAKER_04: Let me, I'll segue, I'll try to keep it slightly chronological to keep everything in my mind here consistent. So I was in grad school at Berkeley between 2012 and really 2015. I got to start working on Ethereum kind of purely by accident. Maybe not purely by accident, but basically the... I had passed my qualifying exam, I'm going to say spring 2014 or, you know, maybe May, April or May 2014. So for those who have not aware of how a PhD program works, qualifying exam is like one of the last things you need to do before you just do the research and produce the thesis. So sometimes it's a coursework requirement. Sometimes you need to, you know, translate a work from like an academic work from one language to to another to show proficiency. I think most of them have dropped those requirements at this point. And so, you know, it's a whole bunch of study tense prep at Berkeley. It's a three hour oral exam with a couple of people from your department and one from an external department. And then they give you a pass or not. I got a pass. Thankfully, it was a. I don't know that it was it was everyone feels bad after their qualifying exam except the people who are really good, right? Like and you know so while I passed it I it was like you know didn't feel great the at least the rest of that day.

SPEAKER_01: But when do you find out the result like immediately?

SPEAKER_04: Oh, you do. Okay. You put you in the hall and they tell you.

SPEAKER_01: Yeah, okay that's good so you're just like very nervous.

SPEAKER_04: I don't know what it was like for you but for me it was just like three guys I knew and I I was nervous too but it wasn't like they had to go and like, you know, like calculate numbers or something. They just kind of come out and they're like yeah, yeah, yeah exactly. It was no it was like that right. Yeah, it's it's a oral it's subjective in a sense but you know there you've got like several of the world's foremost experts, you know, in some subjects so they're able to assess whether you understand it enough or not to proceed with research. So anyway, so The qualifying exam led to I needed a short break from math. I was in mathematical physics. And I had almost taken a job working for a data science company that was taking, I can't quite remember, something having to do with Nielsen TV ratings and doing something with the data and maybe selling it back to networks. I can't remember at this time. But it seemed like an okay thing. I also wanted to go back to New York for the summer. I'm from New York. And as with many New Yorkers, it took some time to adapt to the California culture, and I didn't fully do it. I'm prone sometimes to bash the Bay Area, but I still kind of like it there. Yes, Jim's there. I'm in the state of New York at the moment. But, but yeah, but I, you know, I need a little break basically. And it ended up um being possible to work on the Ethereum project. So somehow, um, my, you know, I guess I'll go into this. Somehow, uh, my dad Joe Lubin got attached to the project basically because he was always he was tracking Bitcoin blockchain for a long time. Uh, he had a CS background plus the financial background and ran a hedge fund for a number of years. And so it's just kind of always watching technological innovations in financial services. And I guess always had a little bit of the blockchain philosophical character in that, you know, let's say pro-freedom, a little bit of a libertarian streak kind of thing. And I believe he happened to just be visiting our families. He's from Toronto. A lot of blockchain people in Toronto for one reason or another. And he went, I believe, to it might have been a Bitcoin meetup at that time, or it might have been the first Ethereum meetup. But this would have been January, February, 2014, I believe. And Vitalik was speaking there. And like everyone around that time where You see Vitalik speak about something. You got really excited, right? And so he actually got ready to start helping out the project right away. He actually thought for a time that he might be a software developer for the project. And it didn't turn out that way. We can go into it a little bit later. But he started working on it again, let's say February, March. Um 2014 and so he just sent me the white paper like right after maybe right before my qualifying exam i got a chance to read it. Um and it was pretty cool and interesting and new and that was sort of the first time i grasped the potential of technology and it caused me to go back and read the bitcoin white paper etc and it was sort of exciting enough to work on for that summer basically. So that's how i got into it. Um and subsequently, Jim alluded to this earlier, I started to work with the project and reached out to Steve Hsu, a great friend of ours, kind of, I don't know, not quite famously brilliant, definitely brilliant, somewhat famous. Uh, super cool guy. Uh, and I've been a long time reader of Steve's blog. He's one of the um few really excellent uh kind of general communicators who's a super technical guy but most people who are really technical in communication have a hard time I don't distilling it for at least kind of a mass market audience. Uh, but Steve is actually good at that. Uh, but with nuanced coverage of technical topics, so anyway, um, caught up with Steve, um, and that takes us to, um, Steve forwarding on the Ethereum white paper to Jim. And I believe the first time I spoke to Steve, I was in New York, but was just about to go back to the Bay Area. So that takes us to maybe June, July 2014. And maybe I came back in August or something like that. And it turned out that Jim was there in Hayward and we got to meet up.

SPEAKER_01: What do you really think? August 2014? September? Something like that?

SPEAKER_04: Oh, it was around then because, uh, um also ironically I was driving across the country that summer too and, uh, it was right after I came back.

SPEAKER_01: That's all your big life changes are related to some cross country. You do a soul searching, you do a literal search. Well, see, I was in Montana and then I was back in the Bay Area. And then we talked.

SPEAKER_04: Yeah, okay that's cool. How was Montana by the way?

SPEAKER_01: Wow, maybe we shouldn't go.

SPEAKER_04: Yeah, Montana oddly crypto friendly.

SPEAKER_01: Yeah, yeah makes sense. Big sky country, right? Yeah, that's my country.

SPEAKER_00: Okay so let me see here i want to um i have a couple other 2014 anecdotes that uh you guys may not even know that much about but maybe we should jump ahead to 2015 and go back so just before we go past 2014. So I moved back from China um in 2014 and so you know me and Jim were talking about like oh now that we were I was back what kind of project could we do together. So while you had started that conversation, me and Jim were like thinking about okay, you know, like maybe we could work on the startup together. And at some point you forward me the paper as well. So like I think once so that's that's kind of how I got into it as well.

SPEAKER_04: I want to give, yeah, I don't want to speak the whole time, but I have some info here that I forget if I told you guys at length. Okay, go for it. In 2014, so basically, I did work on the Ethereum project through a bunch of 2014 projects. As far as tech projects go, it was much more global, a little more European, but you had Canada, you had a bunch of people in Zug, Switzerland, a little bit in Israel in the early days. We worked out of an office, my dad and I, and a guy named Stephen Narayoff, who is now kind of famous. Actually, if you Google the name, it's definitely an interesting and colorful story that I'll go into a little bit. And a guy named Jonathan, whose last name I couldn't find when I was writing this down. But Jonathan's a good guy. And I don't know if they parted ways at some point or how that all happened. So we're working in this office in Times Square and, you know, really trying to find kind of different ways to advance the project. Meeting with lots of people. So you know, that's when I met, um, Steve who introduced me to Jim basically just kind of calling up whoever might be interested. But part of the plans that the Ethereum uh folks had was, you know, they had the they acknowledged that um There would be a need for kind of ongoing pure research, and then, in addition to more like focused R&D to build the network out. And so Vitalik at some point penned article about, you know, 10 hard problems in cryptocurrency, or or something of that nature in which, and I think it was if we went back now, it would look both very insightful and a little bit dated. I'm sure some of them have been solved and some of them may not need to be solved because something else emerged. basically foresaw that they the the need for you know uh privacy above and beyond pseudonymity for instance yeah or and you know many things with that transition from proof of work to proof of stake or just like energy efficient blockchains which people were talking about at that time but. Um, my position in academia at that time seemed to be helpful as the blockchain people were just so different from the academia people, despite both of them being really smart groups of people. Blockchain people were not worried about doing things through the proper channels and approval and writing it up the right way and all that sort of thing. Whereas something about academia makes you fearful of being wrong um because you you're wrong enough in public there are kind of consequences for it. Uh, and the kind of i would say the tech attitude in general is like getting something out there. You know, get it to work basically but get it out and then iterate. Um, and blockchain people had that, you know, in a extreme. And I would say also Ethereum was much more like that than the Bitcoin culture. The Bitcoin culture was like a bunch of practicing but academic cryptographers who never wanted to change anything. Um, and the Ethereum people were more like have like the software and computer science engineering attitude of like well let's get out there let's let's tinker with it let's kind of see what happens. And it was good arguments for both especially when we're talking about like a system that custody's whatnot, custody's but, you know, that records a lot of high value ownership interests and allows them to be transferred. Um, but all that is to say, it was useful for the Ethereum Foundation to have someone who was actively in academia to kind of work with and coordinate everything. So we agreed to work on a body called the Cryptocurrency Research Group. And that was composed of sort of myself, Vitalik, and our friend, Aaron Wright. He's since gone on to a number of Web3 projects, but at the time was practicing uh attorney uh but also a professor at Cardozo Law School. Um, and he came to that Times Square office which was, you know, not the greatest of offices I would. I would say and just sort of really leaned in on um Ethereum and kind of helped structure everything uh so that you know it would be kind of the most robust um not just technology but they actually did kind of a quite good job in figuring out uh how to set things up uh that other projects since did you know certainly did not do as good a job I'll say. So you know it was it was funny times. Um, and in 2014, I also got to go to Zug. For those who don't know, the Ethereum Foundation was one of the first to be headquartered in Switzerland. And it was kind of... it's become a very popular choice for crypto foundations uh because i guess the Ethereum Foundation sort of blazed a path. Uh, and okay, funny thing about Switzerland is that the kind of local authorities also just seem like business people. Like they want to land the future tax revenue and employment and so you can kind of go from Canton to Canton. Once Switzerland is split into some number of cantons, which are like States a little smaller than US States, of course. And so you can kind of go from Canton to Canton, and try to get the best offer, and offer really means like, you know, tax treatment. Any kind of grants or just like, you know, and helping get fast answers around legal questions. You know, one of the tough things about the United States is that sometimes you don't know what's allowed. And the Swiss environment, they were fairly clear, you know, about what they wanted for the special tax treatment and, you know, et cetera, et cetera. So we went out and visited Zug. I don't know mid late summer 2014 and i got to meet um all of the founders of Ethereum at that time. I believe they're kind of eight in total. Um, and you know, so I think uh those numbers changed over time though, yeah those numbers change.

SPEAKER_04: Yes, so well, but but yeah I think so I don't exactly know how all of it happened but you know Vitalik there's always a global project right so Vitalik would kind of go around the world and evangelize get people excited and they would want to work with the project and so um a bunch of folks got attached to it. Um, and I think obviously it worked, right? But if he were to do it again, I bet he would be a little bit more careful about adding folks to it. Because eight is just like too many. Like if you went to a US venture capitalist with a slide that says eight co-founders and they're not all currently running billion dollar companies, you'd be just laughed out of the room. And yet, it works. It actually functioned. And the, you know, so kind of the way it broke apart was that there were like the technical element, technical guys. So I think, I don't quite know how this happened, but pretty early on, like Gavin Wood, Jeff Wilkie started, um, building out versions of Ethereum, um, the C++ and Go clients specifically. We'll go into the clients soon. Cause there's good stories there. Um, David and Alex were building the Python client, they were all working together on technical documentation. And the reason that people were building multiple clients was that there was the perception that Bitcoin was controlled and centralized. Because there's only really one definitive client, Bitcoin Core. Right? And so there was this kind of huge replication of technical effort. Like each of them eventually got their own teams. There were JavaScript clients, you know, there's, you know, many of them kind of came out uh later. Um, and I'd say the project, so the project had sort of tech folks and business folks like like any tech project didn't really have a nominal CEO at any time. Uh, it was closest to being Charles Hoskinson so I think at the time I went to Zug the um leadership looked like on the business side, Charles is the CEO. Amir Chetrit, who is in Israel, he kind of did business development. He's a funny guy. I still see him every once in a while. Joe, my dad, and Anthony Di Iorio as the other business guys who probably had the most operating experience. And then the tech side was Vitalik, Jeff, Gavin, and then Mihai had sort of done corporate setup. I believe Mihai worked with Vitalik on Bitcoin Magazine. So Vitalik very interesting character where, you know, most of the time your technical geniuses are not good communicators. Uh, and he was sort of a journalist running Bitcoin magazine writing a lot of the articles. Good if he started it or kind of joined it. Uh, and you know he would, uh, he would, I think he kind of crowdfunded the articles a little bit like, um, for you know if I can get a pledge of one Bitcoin I'll write an article about X, you know. And at the time of Bitcoin was inexpensive. Uh, but you know those those values went up and I think it actually ended up being a good funding mechanism, you know, the articles he wrote in the future. And it led him to kind of have a sort of impartial thought leader position in addition to his really strong technical ability and the ideas he was generating etc. And I know he had joined a bunch of projects uh early on, uh and helped work with them, uh like I think Mastercoin was maybe the first colored coin project he did some work on that. So, um, anyway so those were the eight at the time and the there was a meeting for everyone to kind of get on the same page, you know, remote project there was a Slack. Um, people were maybe working a little bit at cross purposes. Lots of infighting. People are stressed. They're trying to deliver on this like awesome concept that Vitalik put out there. And then everyone kind of tried to grab ownership of like, was there a reason to have all these different clients? You know, in the end empirically it worked, right? But a little bit of it was a I want, you know, Ethereum to be mine sort of thing. Um, and he's I saw this in the room um when we were visiting there. So basically, uh, it kind of quite, it was quite dramatic, the trip. So, so basically on this, this trip, um, uh everyone went outside at some point and people were kind of a little bit sick. The tech people were sick of what the business people were doing to some extent, you know, uh, there's always this tension. It's not probably, especially early in a company. Where the tech people are like, what do I need you business guy for? We're going to make this thing and it's going to get out there. And the business people have to go raise the money, find sales, find partnerships, et cetera. And it's subjective stuff that the tech people don't like or sometimes understand. More or less this happened, you know, people were uncomfortable with kind of promises that Charles was making and just the accusations. I don't really even, you know, I, I know Charles some. Um, and but I don't even really know what was going on at that time. But there was this general sense of frustration with them. He also seems to be in some ways executing well on like a effective smart business strategy, but maybe over promising what's possible to the point of breaking people out. And then we kind of seen later. Um, you know, I think some of the stuff with Cardano was probably at least aggressive I would say. Um, but that, you know, the jury was not out at that time in my eyes, right. Um, and Amir also was in Target because I think people just thought he wasn't doing enough that sounded like. And so they were both jettisoned from the project in Zug. You know, and I was like, they were like out on the terrace. It's like, and they had like a nice sort of loft that they rented. That was like the Ethereum dev house in Zug. And so I'm like watching this happen. And, you know, it was kind of, you know, quite crazy. And then actually they instated two more co-founders, so to speak, right then, who kind of jumped on board the project and helped out. It was like a fun and kind of crazy trip. Otherwise, you know, we went out in Zurich. Some people got in trouble with the cops. I won't add more detail to that. But Zurich's a funny place where In the US, we're not used to people drinking on the street. And in Zurich, everyone drinks on the street and few people are in the bar. It was a strange experience. We went on some hikes. It's a very nice part of the world, Switzerland. But plenty of drama in the early days. I remember having a funny conversation with Mihai about, he had this book about swarm behavior. And he learned, I had a mathematical background. We're talking about the mathematics of swarms and all that sort of thing. But yeah, the the it felt nascent intense but disorganized. They were also grappling with the decision on initially they wanted to have a non-profit protocol and a for-profit. They called it Crypto Google at the time to sort of monetize the nonprofit protocol and plenty of blockchain companies have gone and done that sort of thing subsequently. Um, but that was also decided at that meeting that they would be all not for profit. Yeah, and people didn't like it. Um, you know, some folks started talking about brain drain. It was a mix some people liked it some some didn't. Um, sort of the threat being like if you don't do this for profit like I'm going to leave this this project. Um, kind of thing and I think about everyone sort of went off and did start their own businesses.

SPEAKER_00: So you know, uh, it is what it is. But anyway, um, let me pause and see if you got did I tell this whole story you know to you guys at any point.

SPEAKER_04: I I think you told parts of it not the entire thing but yes I I didn't realize the sort of Game of Thrones aspect happened in all of that period short period of time.

SPEAKER_04: You know that like i i knew that all that had happened behind the scenes i think it was all like i think it was going on continually but it came to a head all in this one meeting. A sort of a funny memory we so Bitcoin Suisse was getting off the ground at that time and we met with a guy named Nicholas I believe um who maybe was the CEO or one of the founders they just googled it says founder and there's a different CEO now but he made this funny. He's a nice guy. Um, and I think something happened there I'm not quite sure. Uh, he made this funny comment we were in an elevator. Uh, this shows the difference between like the American and Swiss attitude. We're in an elevator and it was like one of the ones where it's kind of hand operated and you do it yourself and it's just like the door could just like easily close on you. And I was like wow like we'd never have this in the US because we're so litigious. And they said well yeah Swiss attitude natural selection. So anyway, um, I know sometimes I think things get grandfathered in like some of those subway platforms in New York are pretty terrifying too. They are certainly yeah it could just be that it's older there right. Um, that makes sense but yeah so I think the big other than, um, So Zug, you know, basically what we saw, or let me say, there was growing momentum around the project. Lots of people all over the world kind of working on it. Stuff was probably not tightly papered. You know, there's no like employment agreements probably at that time. It was like, but there was really intense excitement. And I think the belief that everyone was going to be mega successful out of it, like one way or another. You know, it's been kind of interesting to watch. Jim, do you want to talk about getting into it? And I alluded to all the different clients of Ethereum and the reason why there was more than one. Do you want to tell your report of...

SPEAKER_01: That part now. Well this, this part of the story you know when you were doing all that stuff I was, I was, I was too busy driving around the country but I came back it comes in a little later like two three months later right or they're about to Target.

SPEAKER_04: Yeah, right at the end of the summer, right when you were coming back.

SPEAKER_01: I think so. And that's when, when I got really interested in it. I remember like the whole culture. So I got I got fascinated with the technology when I read the white paper. That's when I realized this was something, something big. Um, and I wanted to immerse myself into the world a little bit, but it was a foreign culture to me. We decided to, so Natasha, my wife and I, we decided just to see what this world was like. We'd try buying a little Bitcoin. And I remember, uh, we sort of we looked a little bit at the various ways to do it and the way we decided on was to meet some someone in a coffee shop in the middle of Berkeley and we got there and he was told totally the stereotype. The, the dude was walking around with like the, the five-toed shoes and, um, we kind of like it it all felt very, uh, uh salacious. We walked in with this packet of money in our hands and we had to like meet this guy and he spent most of the time.

SPEAKER_01: Do you remember did you use like Local Bitcoins?

SPEAKER_01: That was popular, I don't know if it's still in existence. Local Bitcoins, okay.

SPEAKER_01: Gotcha. Sorry, go ahead, Jim.

SPEAKER_01: Yeah, he spent most of the time there railing against the government how, how much he hated the the U.S government and all the things they the, you know, all the all the terrible things they were doing and we kind of like, uh, transferred the envelope over to him and then we pulled up the uh a computer or our phones or something and we were like watching for six blocks to come by and finally it went through and we, we got our we were, we were finally Bitcoin owners.

SPEAKER_01: So, wait did you hang out with him for an hour because I think we did. Wait for this?

SPEAKER_01: We made it but maybe after three he said to us like you're welcome to stay here if you want but I I find that after three it probably won't revert or something. So maybe.

SPEAKER_01: Oh I remember what it was we we went out and sat in the car for another 30 minutes just in case we had to run back in again.

SPEAKER_03: That's really funny.

SPEAKER_01: Yeah.

SPEAKER_01: So that was our introduction into Bitcoin. And then around this time, you and I started hanging out a lot. We were meeting regularly and I had started working on the Haskell client and I brought you in on that and we'd have like these coding sessions at your place.

SPEAKER_03: Um, yeah, man.

SPEAKER_01: Okay.

SPEAKER_04: So we've gone to, so that's fall 2014. Right. When we started coding or, or even like...

**[47:50] UNKNOWN:** Yeah.

SPEAKER_04: I think that's right.

SPEAKER_01: And I was sort of laughing when you were talking about the overpromising. I was immediately fascinated by Ethereum, but I also remember trying to understand what it was at the beginning. And some of the material out there was great, but some of it was just very vague and overbroad. I would go to these YouTube videos and people would be like, Ethereum is a new way of life. It's going to take over as a second internet. And we are going to rebuild the internet from beginning to end. And I was like, what are they talking about? And so the only way I was going to really understand this stuff, I thought was to literally just start like writing code. And so, you know, you can't, you can't hide what's happening once, once you have like, um, so that I talked about the white paper, but, but Gavin would have put out, uh, a yellow paper at the same time, which talked about the technical details of the innards. And so I started looking through that and implementing that in my favorite language, Haskell. Um, and, um, bit by bit, putting the whole EVM in Haskell code. So that's what most of the end of the year was like. Until I think in December, I was... So I'm from the East Coast myself. And we flew... Sorry, we flew out to New York and I met you introduced me. You were there at the time too. You introduced me to Joe Lubin. And actually, I think before that too, you had set up phone calls where I talked to Vitalik and Joe directly too. So and just more and more with the the fact that we had had a working client, that we were sort of following very closely all the changes in the testnet era before, before things were solidified. We just got pulled more and more into the to that world. And I think like one of the big things and sorry.

