1.  **Analyze the Request:**
SPEAKER_01: Yeah. Like, like trad art become NFT art and digital art or like. Yeah. I, like the NFT stuff, I do think kind of just like eventually fades into the background. Like the real zero to one is, you know, cryptographically secure provenance. So, you know, you could use that for physical art. You could use it for digital. I think it was like, more of a breakthrough with digital, because you can kind of argue the token is the art. You now have this more liquid asset. So for art specifically, yeah, it's kind of just becoming part of the market. And I think you'll see NFTs used with digital art, obviously, but also with physical art. Like no one's really, if you like, the lack of good data on provenance in the art market and collectibles in general is kind of amazing. It's still like, oh, there's a sticker on the back that says it was from this gallery. Probably it was. Probably it was? Nobody knows. And so, and also, I think a lot of people are really trying to tie the physical asset to the digital asset, which I think is a waste of time. Personally, if you have the physical asset and you also have custody of the certificate of authenticity, that's kind of good enough. You don't really need some complicated tech solution there. And it's hard to imagine a world in which collectors and like customers that you just want, like, I personally have like a higher perceived value for physical art that also has an NFT with it. And I think in general, that trend continues. So I think digital art will kind of just become a bigger part of the contemporary art market. And then eventually we'll see NFTs used as certificates of authenticity, you know, for all high value objects.

SPEAKER_05: Yeah, I mean, one of the big things I didn't realize is that a friend of mine is an artist and she often gets a request for the value that was paid for it because someone wants to insure it, right? And there's this whole downstream kind of economy. Insurance, appraisal, lending, you need much better. And so it's like...

SPEAKER_01: I mean, Kieren, you and I have talked about the lending stuff a little bit. I think the lending market for these types of assets is small just because there's not good information. You could probably really grow that pie quite a bit if you do have easier access to provenance information.

SPEAKER_04: Let me add a little on that front. So I felt having been more of an NFT style RWA marketplace for a while and gone more DeFi, I thought that people wanted to tokenize to sell things at first, and this is true, but I think it is better that they tokenize to unlock liquidity. Selling could be one way but people kind of want to hold on to stuff. Like I don't want to sell my ETH. I don't want to sell my, you know, etc. You would know better than us at the very high end of the market. You know if you get like a wealth manager, they'll might extend some credit against your Picasso, right? Or but for everybody else and you probably have a lot of separate money for that too. You can't really like. I don't know if people fire sell their art, but it tends to sit there. And I used to think that was bad, but maybe it should sit there, but the credit markets actually just make it liquid, you know, as we've discussed before, which I think would be super cool. Like, I'm surprised, or we're getting into that world, but we're not. Yeah, we're seeing it. I feel like there's the green shoots of like, okay, here's what's possible. It totally makes sense. I think just—

SPEAKER_01: Like NFTs almost just is like, they're a great, you know, like we've talked, a lot of people in crypto love talking about identity and stuff. And like, to me, it's like NFTs are like a beautiful, very simple digital identity for whatever. You can pack anything you want in that metadata. It's just like a packet full of stuff. It's very simple. They're unique. They're pointers to one specific thing.

SPEAKER_05: Yeah, I mean, I love the way you talk about, you know, NFTs as certificates of authenticity, because I didn't realize this. We looked into like the physical art market for a while and like every auction at Sotheby's when they have a big piece, like they have to research it effectively from scratch, right? Like they have to build that entire chain of provenance with every piece that they do, which is an insane amount of work every single time.

SPEAKER_01: Yeah, it's a very high friction process. Like the transactions are very, very high friction, which is good. You know, like depending on where your position is in the market, like obviously Sotheby's loves being the keeper of all secrets and information. But I think that's clearly going to be disintermediated with technology.

SPEAKER_05: Joe, any new assets or maybe are you guys, you know, just declare war on the auction houses, you know, other high-end physical goods?

SPEAKER_01: Yeah, I mean, we're focusing, like, our expansion, like, you know, we launched the gallery earlier this year, offline gallery. It's on the Bowery right next to the museum. And, you know, we're showing physical, digital art, you know, installations, you know, projections, all sorts of different things. And yeah, I think like, you know, our view, like if you look at the models, like they're all like the galleries are not doing great, you know, business wise, the auction houses are hurting.

SPEAKER_04: I think everyone's trying to find a more sustainable model and stuff is so illiquid, right? I don't mean to interrupt, right? It's just enormous stuff sitting five years, 10 years, you know, and it's feast or famine. Like if we print a bunch of money, probably get a bunch of transactions.

SPEAKER_05: Just wait. Yeah. Like 2021 people were just, you know, you know, buying Picasso's on their phones and crazy apes.

SPEAKER_01: Crazy apes, right? Everything. Ether Rocks. I remember when Ether Rocks were like the prices exploding and I was like, this is truly amazing. Yeah, I think like the models have to change. And, you know, just as like if you think what the Internet's done as far as like shopping, right? It's like you can price compare easily on your phone in any stores, right? There's no kind of like price arbitrage. You're like, you're going to look up the price of something, you can scan something, figuring it like ask ChatGPT, what is this? How much should it cost? And so I think like, the art world has really, it has been like an insider's game of who knows who and like, what's the real price, like the marketed price versus like what was actually paid. And I think that's gonna like, it's kind of slowly like unwinding and we'll see, we'll end up with a market structure where pricing is just much more transparent. You can see things on chain. And I mean, I think that's, you know, like that's kind of like part of the opportunity is as the market becomes more efficient, we'll have the best tools to service the new structure.

SPEAKER_04: So it sounds like even the big guys want more liquidity but they're not willing to like let go of their proprietary information advantage, I guess.

SPEAKER_01: Yeah, yeah exactly. And I but it's a nice like that's a kind of also the paradox it's like you'll have more liquidity if it's better access to information but like you know it's the classic uh what's the the Innovator's Dilemma.

SPEAKER_05: The Innovator's Dilemma. I was like tip my time. Yeah, classic Innovator's Dilemma.

SPEAKER_01: Well, I, I think some of the auction houses are even trying to offer loans to try and lock people up even longer, right? To their places. Yeah, they have, um, I mean, I, like they're all Christie's inside of it. Like a lot of the big, or most of the auction houses are private. So I don't know how big their businesses are, but they do have, um, yeah. There's like you know people will like inherit art and it's like they don't really care necessarily and their advisor was like don't sell that you should just take out a loan and so they do have them but that seems like a classic conflict of interest to your point right like like oh we'll tell you how much it's worth and we'll loan you based on that yeah it's very one-sided and you can't really shop it around it's like ultra specialized information.

SPEAKER_03: Jim, did you want to ask a question? You look like you came off mute.

SPEAKER_01: Well, it's a little bit of a different topic, but I'll throw it in right now anyway. What has been the effect for good or bad of AI and art on what you're doing?

SPEAKER_01: Yeah. As far as the startup goes, it's been great. We had a little robot on our Slack you can talk to that does things for you. As far as the art market goes, I think it's all, I mean, it's also been kind of great. Like in my mind, this is just like, you know, it's a new tool that unlocks creative, you know, like you can kind of like do different creative things. It—

SPEAKER_03: You're encouraging it then.

SPEAKER_01: Yeah. Oh yeah. We have like tons of artists use AI. I mean, you know, there's also tons of artists we work with who hate it and, you know, think it's the end of all creativity. I think just like, you know, if you look, I think you like what it really enables is like somebody to do more complex things. You know, it's like where you can like all the grunt work you don't have to do. So now maybe it's instead of making one still image, you're going to do insane world building where it's like, you can go in, you can, you know, like the art's just more interactive. And actually the first art we ever sold on SuperRare was kind of like generated via like GANs, like adversarial networks, like voting on outcomes. So I think, you know, it's inevitable, it's gonna happen. It's kind of like, you know, digital cameras were the end of photography and they obviously were not.

SPEAKER_05: Do you think like, you know, going back to the metadata and certificates of authority that proving some part was based, you know, done by a human will be valued into art or any kind of creation?

SPEAKER_01: Yeah. I mean, I think, yeah, just like if you, you know, it's like, it's super amazing to see like the rate at which content's being created and like, you know, people, it's like, you can watch a video of like, that person didn't actually say that, but it looks like they did. I think that's where you're like, nobody ever answers a random phone number. If someone's calling you and it's not in your phone, you're like, I literally never answer this. Like, I don't know who does that. You'd have to be like pretty insane. It's sort of like you've kind of certified like the numbers, you know, and I think it'll end up being the same with like content and like art and stuff where it's like, if it isn't, you know, signed somehow cryptographically, you'll probably just assume it's fake because there's no real way to know.

SPEAKER_03: Have you seen much interest on the Bitcoin side in terms of ordinals and inscriptions and stamps and runes? Like how is that looking?

SPEAKER_01: Yeah, we've done a couple of projects on runes with artists and yeah, it's super interesting. You know, we're yeah, I think there's going to be art on many blockchains. Obviously, you know, Bitcoin and Ethereum being the most secure probably have the highest likelihood of, you know, it lasting. But yeah, it's actually people really like ordinals. It's funny. One of the sort of paradoxes that are like the funny things we ran into is like early on, we would talk to like investors and they're like, you need to get rid of the wallet. It's too complicated, but actually it kind of ends up being this, like, you gotta know all the right terms. It's almost like you get the secret incantation, you get inducted into the club and you know how it works. And so like, I think people really like that. Ordinals are a little more complex and like harder to understand than NFTs on Ethereum. Which is just, yeah, it's sort of, that's a funny anecdote, but, uh, yeah, they're quite popular. I, you know, think they'll be around for a while and and I mean another difference you have there right is that they're doing the data carrying on chain as well versus an external URL which is another interesting difference.

SPEAKER_03: Yeah, yeah totally.

SPEAKER_05: I'm curious about the decision to, you know, you mentioned starting the gallery and like everyone's talking about RWAs and kind of bringing real world stuff into the blockchain, but you're kind of doing the opposite. Like what was the decision to start a physical gallery and why did you decide that was a logical next step for you guys?

SPEAKER_01: Yeah. I mean, just. You know, it's part, it's kind of part of like how, you know, like the, the market works. So like, you know, people like getting together and like a lot of the art, you know, it's like, you can look at it on your phone, but if you see it, you know, on the huge projector, there's like, you know, a 10 by 10, CRT, like TV wall, it really looks different. So I think, you know, part of it is like it's community building. It's a space people can show up. And then part of it's like, you know, like the art really does just look different. So I think, you know, as far as like And after you still, you know, people are like, okay, these are just nonsense. JPEGs there, you know, like it's, you know, it's Ether Rocks 2.0 or like, and so like, it's kind of like telling the story to everyone else. Cause at the end of the day, it's still like, you know, it's, it's a demand constrained market and we're, you know, we're trying to grow the collector base.

SPEAKER_05: Beyond art, what do you see as like the next area? Like, you know, what's the next areas that are kind of going to need these kind of provenance or these kind of certificates of authority? I mean, I can think of a million, but I'm just curious from your point of view, where do you see the next elements kind of getting into it first?

SPEAKER_01: Yeah, I, I mean I think in general it's like you know like luxury assets with like NFTs are still more expensive to create than like not having one. You know like you just print one out and then the ID lives in your database. Yeah. Um and you know and I think but it's going to be like the customers are going to have to demand it because a lot of the brokers and folks, they do their information advantage, so they don't really want this to exist. But I think it just makes so much sense. It's just hard to imagine that it doesn't happen. There's people taking wine very seriously, issuing NFTs and building secondary markets. I think part of it's like an asset that's kind of fun to speculate on, but also you do like, there's, you know, a high likelihood you might, you know, have somebody send you the NFT. It's like kind of like wine watches. Um, yeah. Handbags, I think are a big one.

SPEAKER_04: Exactly. Yeah. One of the really popular ones right now is, uh, trading cards. So they're like, um you know what people like is like Courtyard is still going right I think yeah they're doing great yeah it's uh you know kind of like you have the speculative aspect but also like if you're a serious collector you can you know get get real get real things.

SPEAKER_05: Okay last question for you because unless anyone else has one but no no no yeah yeah why are you most excited about in any aspect of the blockchain space right now?

SPEAKER_01: Most excited, I mean, it's like it's obviously like we, you know, like we've all been working on this for like a super long time but I do think like if you look at even just like BlackRock's putting treasuries on chain with different partners like arts moving on chain like like everything literally is going to become that is moving on chain like I think it's like that's actually finally it used to just be like a mantra people would say to like you know help themselves feel important but like I think we're finally getting there we're like holy like everything is moving on chain like that's actually happening so it's like you know real world assets, digital assets. I think just like, yeah, liquidity is increasing. I think it's like generally net positive for everyone. It feels actually like it's finally happening, so. Yeah, it's taken way longer, 10 years, but we're still here and we're still doing it. We can make like a thumbnail, like the Ron Paul that's happening. Exactly, exactly.

SPEAKER_05: We need the mission accomplished banner, you know? Yeah. Oh my goodness. Yeah, exactly. Well, John, thank you for your time. And as always, we're really glad that you're doing so well. And where can people find you and learn more about all the stuff you do?

SPEAKER_01: Yeah. On X at SuperRare, John at SuperRare. Yeah. We're yeah.

SPEAKER_05: Yeah, you should also, there's currently a show at the gallery that's wrapping up, but we have a new, there's an X-Copy show December 10th. So if anyone's in town, switch through. You said an offline gallery one more time? I missed it.

SPEAKER_01: Oh yeah, Offline by SuperRare.

SPEAKER_05: Offline by SuperRare. Well, awesome. Thank you for joining us and take care, everyone.

SPEAKER_01: Thank you. Thanks for having me.

*Self-Correction on SPEAKER_03 segment at 33:50:*
Original: "Jim, did you want to ask a question? You look like you came off mute."
Input: "Jim, did you want to ask a question? You look like you came off mute." (This is SPEAKER_03).
Then SPEAKER_01 answers.
Wait, looking at the transcript:
"Gary's going to be turning up for a job somewhere soon, isn't he?" (04)
"Yeah. Man. Do you think of it as the advice?" (01 - sounds like 04 said "Gary...", 01 said "Yeah... Do you think...")
Wait, later: "Jim, did you want to ask a question? You look like you came off mute." This is likely the host (05) speaking to the person who asks about AI. The transcript assigns this to SPEAKER_03.
Then: "Well, it's a little bit of a different topic..." (SPEAKER_01? No, SPEAKER_01 is John. John wouldn't ask the question to himself. John answers "Yeah. As far as the startup goes...").
So SPEAKER_03 is the one asking the AI question.
Then SPEAKER_01 answers.
Then SPEAKER_03: "You're encouraging it then."
Then SPEAKER_01: "Yeah. Oh yeah..."
Then SPEAKER_05: "Do you think like..."
Then SPEAKER_01: "Yeah. I mean..."
Then SPEAKER_03: "Have you seen much interest on the Bitcoin side..."
Then SPEAKER_01: "Yeah, we've done..."

Wait, at [33:50] "Jim, did you want to ask a question?" is SPEAKER_03.
The question "What has been the effect for good or bad of AI and art on what you're doing?" is attributed to SPEAKER_01 in the input?
Let's check input text:
"Gary's going to be turning up... [01:22] SPEAKER_04"
"Yeah. Man. Do you think of it as the advice? [01:26] SPEAKER_01" (This looks like 01 repeating the question or confused? Or maybe 04 asked "Do you think of it as the advice?" and 01 said "Yeah...").
Then later:
"Jim, did you want to ask a question? You look like you came off mute. [33:50] SPEAKER_03"
"Well, it's a little bit of a different topic, but I'll throw it in right now anyway. What has been the effect for good or bad of AI and art on what you're doing? [33:53] SPEAKER_01"
Then "Yeah. As far as the startup goes... [34:02] SPEAKER_01"
This implies SPEAKER_01 (John) is asking himself the question? No.
The transcript says "Jim, did you want to ask a question?" (Speaker 03).
Then "Well, it's a little bit of a different topic... What has been the effect..." is labeled SPEAKER_01 in the input. This is likely an error in the input labels. It should be SPEAKER_03 (Jim). I will correct the label for the question to SPEAKER_03 to maintain logical flow.

Also, at [42:55] SPEAKER_05: "Yeah, you should also, there's currently a show at the gallery... X-Copy show December 10th..."
Then SPEAKER_01: "Oh yeah, Offline by SuperRare."
Then SPEAKER_05: "Offline by SuperRare. Well, awesome. Thank you for joining us and take care, everyone."
Then SPEAKER_01: "Thank you. Thanks for having me."
Wait, the prompt says SPEAKER_05 says "Yeah, you should also...". But then SPEAKER_01 responds "Oh yeah...".
Actually, looking at the text: SPEAKER_05 asks "Where can people find you...?" SPEAKER_01 answers "On X at SuperRare...".
Then SPEAKER_05 says "Yeah, you should also... there's an X-Copy show...". This is the host (05) adding info.
Then SPEAKER_01 says "Oh yeah, Offline by SuperRare." (John confirming).
Then SPEAKER_05 says "Offline by SuperRare. Well, awesome..." (Closing).
Then SPEAKER_01: "Thank you. Thanks for having me."

Okay, I will proceed.

Name correction check:
"Robbie Barat" -> "Robbie Barratt" (Correct artist).
"Kieran" -> "Kieren" (Per prompt).
"Straddle points" -> "Strato points".
"Strava" -> "Strato".
"Krista Rose Tech" -> I'll leave as is, seems specific or typo for something not worth guessing if not obvious. "Krista Rose" is a plausible name.
"John Lillick" -> "John Lillic" is the input. John Lilic is a known Ethereum figure. I will correct to "John Lilic".
"Charles" -> Charles Crain (co-founder of SuperRare). I'll keep as Charles.
"Block Apps" -> "BlockApps".

Timestamps:






(Wait, input has [06:20] for SPEAKER_01. The previous was [05:12]. I will keep these.)
























-> Input has [40:50] SPEAKER_05? No, [40:50] is SPEAKER_04 in text "Exactly. Yeah. One of the really popular ones...". I will check the input timestamps.

-> End.

Wait, I need to merge consecutive speech from one speaker.
Example: SPEAKER_05 speaks at [33:00] ("Jim..."). Then SPEAKER_01 speaks ("Well, it's a..."). Then SPEAKER_03 speaks ("You're encouraging...").
There is a segment in input:
"Gary's going to be turning up... [01:22] SPEAKER_04"
"Yeah. Man. Do you think of it as the advice? [01:26] SPEAKER_01"
This looks like 01 (John) responding to something or interrupting. "Yeah. Man." Then he repeats "Do you think of it as the advice?" (quoting?). Or maybe 04 said "Do you think of it as the advice?" and 01 said "Yeah. Man."
Actually, the text flows:
"Gary's going to be turning up for a job somewhere soon, isn't he? Yeah. Man. Do you think of it as the advice?"
This looks like one person speaking. The speaker is 04 (Kieren).
Then "Do you think of it more like it should be like a representative democracy? ... Like MetaDAO is trying to do that sort of thing. Yeah."
This is all SPEAKER_04. The input splits it into 04 and 01. "Yeah. Man. Do you think of it as the advice?" is likely 04 talking to the group, and 01 interjects "Yeah. Man."
I will keep them separate if the interjection is distinct, or merge if it's a continuation.
Let's look at "Do you think of it as the advice?" This is a weird phrase. Maybe "Do you have any advice?" or "Do you think of it as bad advice?"
The text says: "Gary's going to be turning up... isn't he? Yeah. Man. Do you think of it as the advice? Do you think of it more like it should be like a representative democracy?"
This flow suggests the speaker is Kieren (04). "Yeah. Man." might be John (01) agreeing. "Do you think of it as the advice?" might be Kieren asking John? Or John asking?
Given the context "Gary's going to be turning up for a job..." (04). "Yeah. Man." (01). "Do you think of it more like a representative democracy?" (04).
It's safer to keep the speaker labels as they are in the input if the content is ambiguous, but correct obvious merge errors.

Input:
"[33:53] SPEAKER_01: Well, it's a little bit of a different topic..."
This is clearly the question about AI. Speaker 03 was just asked to speak. It makes sense for Speaker 03 to ask. I will change [33:53] SPEAKER_01 to SPEAKER_03.

Input:
"[34:22] SPEAKER_03: You're encouraging it then."
This is SPEAKER_03 asking a follow up. John (01) answers.

Input:
"[37:59] SPEAKER_03: Yeah, yeah totally."
Agreement to John's statement about ordinals.

Input:
"[42:57] SPEAKER_01: Yeah. On X at super air, John at super air. Yeah. We're yeah."
"super air" -> "SuperRare".

One more check: "Kieran" -> "Kieren".
Input: "Kieren, anything you want to add?" (05) - Already Kieren in input at [04:58]?
Wait, the input text has "Kieran" at [04:58] in my previous analysis, but let me check the raw text.
"Kieran, anything you want to add?" -> The raw text says "Kieran". I will change to "Kieren".
Also "me and Kieren talked a bunch" -> "me and Kieren talked a bunch".

Final check on "Strava" vs "Strato".
Start: "Strato Spotlight".
End: "Strava Spotlight". It's definitely Strato.

Ready.SPEAKER_05: OK, well, we have a special treat for you. Before we get into our regular scheduled content, we are adding a new weekly segment called Strato Spotlight, where we highlight the latest and greatest features on Strato. And for this week, we have a really special one. Kieren, why don't you announce it?

SPEAKER_04: Thanks, Victor. So we completed our relaunch onto version 2 a little over a month ago and wanted to monitor the system a little bit to just make sure everything was working well before we turned rewards back on. We have done that. As of this Thursday, so—and we haven't been loud about it just yet—we've been testing a little bit internally and it seems all good to go. So Michael will show you a little bit about what I'd call season one of our rewards program. Season zero was very successful, bringing in about eight million of TVL.

SPEAKER_02: And we hope to see similar and greater results with the new rewards program. Over to Michael. Hi, everyone. So I'm introducing the new rewards program. This page will be under the rewards section under the tab. You can find it here. This activities tab shows all the different activities people are doing in order to obtain rewards on the platform. Some are one-time, such as lending from the borrowing pool here, or just like contributing liquidity to the swapping pools as this person has done. We're going to start with the CDP mint. Go to advanced. Go to here. We have to first add a collateral to the vault. I believe this account has some EFST. I'm going to deposit it. There you go. Deposited. We can borrow. I'm just going to borrow, let's say, 100 USDST. 91, rather. There you go. Then we borrow the 91 USDST, and that would be accruing rewards as a position. Next, we're going to do deposit to lending pool. We have about, let's see, 496. Let's deposit 100 here. Great. Now we're going to do a swap, which is a one-time position. Let's do 100 swap assets. And add to liquidity pools. When you add to liquidity pools, it is an ongoing position. So then every time, as long as you leave your funds in the pool, you'll be accruing rewards. Turn deposit here. Great. And now we have the regular borrow functionality. Right now, I had deposited, I believe, two ETH earlier. So I'm going to just borrow a little bit here. And this will be accruing rewards ongoing also. Great. Borrowed. Now I just want to show you the My Rewards section of the page. We have this claimable section that you can claim at any time. There's no minimum, but this also shows your active positions, such as the lending pool position that we took, lending and borrowing, and any kind of liquidity that you contribute to the swap pools that I'm going to claim here. And it's as simple as that.

SPEAKER_05: Back over to you guys. Awesome. Thank you, Michael. And we should highlight for everyone, if you look at the activities, there's a long list of activities that you can do to earn Strato points. And also, if you currently are engaged in one of the activities, for example, if you already have put some into a swapping pool or the lending pool, you have to take it out and put it back in to re-enable rewards for the system.

SPEAKER_04: Kieren, anything you want to add? Just that this was on testnet, it is live on livenet. You'll see very slight differences when you do so.

SPEAKER_05: Yeah, so thank you everyone. Please start using the reward system. We'd love to give out lots of rewards to you. You know, in preparation to launching our full mainnet and making these rewards tradable in the future. So thank you for tuning in. Hope you use our rewards and tune in for more Strato Spotlight segments in the future. Take care. Okay, we are live, and we have a very special episode today. We are talking about the future of art and NFTs, and we're joined by special guest and very old friend, John Crane. Welcome, John Crane.

SPEAKER_01: Hey, Victor. Hey, everyone. Good to see you guys. Thanks for having me.

SPEAKER_05: John Crane, of course, as everyone knows, is the founder of SuperRare. But do you want to give a quick intro for anyone who is not intimately familiar with all the amazing things you've done over the past couple of years?

SPEAKER_01: Yeah, sure. So yeah, let's see, my crypto journey started in around 2015, going to the Consensus Hackathon where I met at least three of the other folks on this call there. Yeah, before that, my background was kind of in art and technology. I worked in advertising. I studied architecture and structural engineering for undergrad. And yeah, I was always really interested in when crypto and blockchain were going to intersect more with kind of the consumer tech and just things that were a little bit past, you know, finance and trading. And so, yeah, when I saw NFTs, it was an instant win for digital art. And so, I doubled down immediately.

SPEAKER_05: Yeah, and I remember how you heard about the hackathon or Ethereum generally. Obviously we met there, but like, what was that?

SPEAKER_01: Yeah. Well, your idea. No, so I was kind of hanging out with the New York Bitcoin crowd. Actually, yeah, I had actually met I think John Lillic, which I forgot, but I met him at the like the New York Bitcoin Center. I don't know if you guys remember that.

SPEAKER_05: Yeah, we do. Yeah.

SPEAKER_01: Yeah. So I was hanging around and actually I was like super into Counterparty. So I was very much like Ethereum is too complicated. You know, Vitalik's full of shit. It's not going to work. And then the network launched and I was like, OK, I was wrong. Like, this is actually super cool. You know, I have no problem changing. I was like I was totally wrong, this is amazing. And I was just like googling Ethereum blockchain hackathon. I was like trying to find like get deeper involved, you know, I was trying to like quit my day job and go full-time crypto. And so then I I think I just googled it and it was like, oh there's this hackathon in two weeks and I applied with Charles and then yeah met you guys.

SPEAKER_05: Yeah, and to be clear, to let everyone know that we were blown away by you and your brother Charles' project, and we gave you, I think, your first job, both of you in Web3, right? We gave you the...

SPEAKER_01: Yeah, yeah, yeah, for sure. Exactly, yeah. I think the Monday after, I feel like I immediately quit and started working with you guys full-time on BlockApps.

SPEAKER_05: Yeah, I think we tried to give you a job on the spot because you guys were...

SPEAKER_01: Yeah, yeah.

SPEAKER_05: There was like a couple week consulting transition period while, you know.

SPEAKER_01: Yeah, I think that's true. Yeah. Maybe it was like we started like hourly, like you know, getting to know each other a little bit and then full time.

SPEAKER_05: So with Counterparty, you could have been on Krista Rose Tech.

SPEAKER_01: Yeah, exactly. If only.

SPEAKER_05: So what inspired SuperRare? I know when you were working with us, you kind of became our head of product and you were working on a bunch of those enterprise implementations. But what triggered you to kind of create SuperRare, which is for anyone who doesn't know, one of the first NFT platforms really out there?

SPEAKER_01: Yeah, I, well, I mean, it was super interesting, right? You know, like we were all kind of on the ground floor at the Consensus office or like at least me and Kieren are hanging out there and like watching the ICO boom happen was fascinating. Cause I was like, I remember me and Kieren talked a bunch about ERC-20 tokens and like, I found it was like super interesting that it was this very small bit of standard, a super simple protocol, very simple code. But like the adoption created this, you know, there's massive wealth generation. And even if there were also lots of scams, I'd say generally net positive for humans in the economy. Like it was like incredible to see that happen. And so then I saw some of the standards conversations around ERC-721 and I saw the CryptoPunks launch and I was like, well, this is pretty crazy. If you think about the consumer web, it's all an image and a title tag and some metadata. It could be that the entire consumer web turns into NFTs and that I don't know exactly what the business model is going to look like, but the total addressable market is probably pretty large. So that got me into NFTs. And then on the flip side of that, I was also kind of in and around the New York art scene, like going to the art fairs. I had friends who were looking for gallery representation and kind of part of the business of art. And it's just seemed obvious. I was like, oh, there's now a way to kind of like truly own digital assets. And this is obviously going to apply to digital art. So it's kind of like the marriage of my interest in the tech side, but then also my interests and passions around art.

SPEAKER_05: And like, what was it like to be at the forefront of like the NFT explosion? Because you guys, like, I know for a long time you were building and it was like, oh, you know, like, how's it going? And, you know, like, no one is really paying attention. And all of a sudden, you know, next day, everyone's talking about NFTs.

SPEAKER_01: It was absolutely crazy. It was hard to be like, it was just like completely surreal the whole time. Like it felt like a dream. Like we started in 2018. You know, we tried to raise money. It never really worked. Like by the time we raised, we were already cashflow positive and like making more than we were paying ourselves. So that's the best situation to possibly be. It was like it was much easier to raise then than when I was like, I have this really cool idea. So it was, yeah, it was a grind. It was super volatile. Many times I was just like, what am I doing with my life? But, uh, yeah, then it just really started. Like, I remember the numbers were like doubling every month for a while. And like, I remember it was October, 2020 was our first million dollar month in volume. And I was just like, this is wild, you know? Cause 12 months ago, we were like, all right. So the volume was like $5,000. We made a couple hundred bucks.

SPEAKER_05: And were you guys the first self minting NFT platform?

SPEAKER_01: I think like we're trying to talk about that actually. Yeah, we were the first to come. I think there were maybe a couple other minting tools, but like we were the first to combine the minting and the marketplace experience. So it was like there weren't like great minting tools then. So we started with the minting tool and then we're like, all right, I guess people need a place to sell this. So we'll build the marketplace too. And you know, it's partially just out of necessity. Cause like the tooling sucked at the time.

SPEAKER_05: It's funny because I remember, if you recall, what later became the Flow guys doing CryptoKitties. They were based in Vancouver and I was talking to them about running it on our blockchain and doing that kind of stuff too at the time. And I mean, you've done so much. One of the amazing things, it's the launch of the RARE token. And you guys seem to be one of the first projects that was really committed to sort of figuring out DAO governance in reality. What led to that and how did that go? What did you figure out there?

SPEAKER_01: Yeah, I mean, you know, early on, I was like part of like what got me excited about Bitcoin and Ethereum is just the idea of these networks where, you know, the users of the networks also participate in upside of the network. You know, like there's the, you know, like the Fat Protocol article that was super popular like 2016. So just like thinking about, OK, what does monetization look like? And, you know, can you build platforms that are you know, like they're more like collaborative than extractive where it's like, you know, if you're Meta, you're just like, I'm just gonna extract as much metadata and, you know, sell ads, you know, which is a great business, but partially for me, it was almost like a thought experiment of like, is it possible to build a network where you don't have to sell ads? And it could be like, maybe it's a marketplace as the business model. And then, you know, kinda, it's like collective ownership via the token. So. Yeah, I was drinking a lot of the crypto Kool-Aid at the time.

SPEAKER_05: Did you do it like classic ICO style? Was there like fixed price auction? How did it, how did the RARE get in there?

SPEAKER_01: Yeah, we actually just did a huge airdrop. Probably one of our mistakes. Yeah. So like we should have probably, you know, sold a bunch of tokens, but we actually just gave them away. And yeah, I mean, yeah, there's plenty of challenges to like, you know, DAOs are hard to manage and run. But, you know, it's cool to see the current administration kind of like change tack and actually seem like they're interested in like building and pushing forward. So.

SPEAKER_05: What do you think the biggest challenge was in, what do you think, you know, the biggest challenge was in running a DAO? Because I think all of us had that sort of as an ideal state with the crypto Kool-Aid, you know, running things completely decentralized. What do you think are, you know, the challenges you faced when you did it and that are still out there, do you think?

SPEAKER_01: Yeah. I mean, I think still one of the bigger challenges is regulatory. Like you have, you're like trying to read the tea leaves and then rather than just making like the bet, you're like, okay, well, this is the simplest, best decision. You're like, okay, well, this is not clear what this means. So maybe we should do this. And like, how do we not get in trouble for trying to experiment. And it's obviously, you know, the position is friendlier, but there's still no clear rules. You know, it's like the, obviously like the Gensler era of enforcement. The dark ages, you know.

SPEAKER_04: Gary's going to be turning up for a job somewhere soon, isn't he?

SPEAKER_01: Yeah. Man. Do you think of it as the advice?

SPEAKER_04: Do you think of it more like it should be like a representative democracy? Like should it be like passing bills in there?

SPEAKER_01: I think they're like, they're proposals and there's like delegation usually is the model.

SPEAKER_04: Yeah. It can also be like, just like you got a couple of leaders, but the stake could call a confidence vote or something. Or like people like futarchy too. I haven't tried it yet, but what's that? Like MetaDAO is trying to do that sort of thing. Yeah.

SPEAKER_01: I think it kind of depends on like specifically what you're doing. You know, if it's something like, you know, I mean, Bitcoin and Ethereum are obviously not DAOs, but just like, you know, where it's like if small changes can have potentially like catastrophic impact, I think that's one thing. If you know, it's like SuperRare where it's like there's a low level protocol and there's application and like, you know, other than like the escrow contracts for auctions and things, the stakes are like fairly low. I do kind of like the idea of if you can empower a team or a few individuals to kind of just keep going, and then the token holders can tell people to stop versus having to approve everything, that's a very silly, arduous process. And I feel like it should be more like, okay, if you're veering off in the wrong direction, there's a way to kind of raise your voice and influence it.

